plan_id,hospital_id,is_in_network,contract_type,rank,distance_score,added_on
PL10518,H200320,yes,reimbursement,3,32.595,2025-09-30
PL10518,H200446,yes,cashless,4,36.984,2025-09-30
PL10518,H200590,yes,reimbursement,5,40.551,2025-09-30
PL10518,H200445,yes,reimbursement,6,49.282,2025-09-30
PL10518,H200648,yes,cashless,7,25.549,2025-09-30
PL10518,H200225,yes,cashless,8,47.409,2025-09-30
PL10518,H200796,yes,empanelled,9,34.113,2025-09-30
PL10518,H200505,yes,cashless,10,8.306,2025-09-30
PL10518,H200778,yes,cashless,11,6.983,2025-09-30
PL10518,H200256,yes,cashless,12,4.997,2025-09-30
PL10518,H200555,yes,empanelled,13,14.437,2025-09-30
PL10518,H200821,yes,cashless,14,5.678,2025-09-30
PL10518,H200632,yes,reimbursement,15,4.944,2025-09-30
PL10518,H200887,yes,cashless,16,9.324,2025-09-30
PL10518,H200108,yes,reimbursement,17,47.337,2025-09-30
PL10518,H200489,yes,cashless,18,23.069,2025-09-30
PL10518,H200602,yes,reimbursement,19,49.162,2025-09-30
PL10518,H200862,yes,empanelled,20,46.679,2025-09-30
PL10518,H200186,yes,cashless,21,44.093,2025-09-30
PL10518,H200493,yes,reimbursement,22,6.786,2025-09-30
PL10518,H200296,yes,cashless,23,8.588,2025-09-30
PL10518,H200800,yes,cashless,24,45.141,2025-09-30
PL10518,H200964,yes,empanelled,25,17.665,2025-09-30
PL10518,H200766,yes,cashless,26,13.801,2025-09-30
PL10518,H200000,yes,reimbursement,27,14.993,2025-09-30
PL10518,H200242,yes,reimbursement,28,20.413,2025-09-30
PL10518,H200040,yes,cashless,29,20.229,2025-09-30
PL10518,H200231,yes,reimbursement,30,35.263,2025-09-30
PL10518,H200308,yes,cashless,31,29.219,2025-09-30
PL10518,H200025,yes,cashless,32,19.667,2025-09-30
PL10518,H200791,yes,reimbursement,33,15.69,2025-09-30
PL10518,H200598,yes,cashless,34,13.536,2025-09-30
PL10518,H200828,yes,cashless,35,36.652,2025-09-30
PL10518,H200496,yes,cashless,36,6.163,2025-09-30
PL10518,H200613,yes,cashless,37,20.865,2025-09-30
PL10518,H200997,yes,cashless,38,7.863,2025-09-30
PL10518,H200530,yes,cashless,39,2.699,2025-09-30
PL10518,H200014,yes,empanelled,40,36.907,2025-09-30
PL10518,H200455,yes,reimbursement,41,37.842,2025-09-30
PL10518,H200353,yes,cashless,42,28.158,2025-09-30
PL10518,H200030,yes,reimbursement,43,44.767,2025-09-30
PL10518,H200737,yes,cashless,44,27.825,2025-09-30
PL10519,H200386,yes,reimbursement,1,37.199,2025-09-30
PL10519,H200021,yes,empanelled,2,33.777,2025-09-30
PL10519,H200207,yes,cashless,3,37.124,2025-09-30
PL10519,H200327,yes,reimbursement,4,30.062,2025-09-30
PL10519,H200455,yes,cashless,5,5.239,2025-09-30
PL10519,H200840,yes,cashless,6,16.245,2025-09-30
PL10519,H200329,yes,cashless,7,0.489,2025-09-30
PL10519,H200200,yes,cashless,8,1.634,2025-09-30
PL10519,H200550,yes,reimbursement,9,22.17,2025-09-30
PL10519,H200030,yes,cashless,10,46.392,2025-09-30
PL10519,H200112,yes,reimbursement,11,13.911,2025-09-30
PL10519,H200515,yes,cashless,12,5.742,2025-09-30
PL10519,H200711,yes,cashless,13,26.966,2025-09-30
PL10519,H200381,yes,reimbursement,14,42.939,2025-09-30
PL10519,H200994,yes,cashless,15,0.879,2025-09-30
PL10519,H200260,yes,reimbursement,16,42.16,2025-09-30
PL10519,H200283,yes,cashless,17,34.188,2025-09-30
PL10519,H200361,yes,reimbursement,18,44.447,2025-09-30
PL10519,H200945,yes,cashless,19,40.212,2025-09-30
PL10520,H200325,yes,cashless,1,19.442,2025-09-30
PL10520,H200386,yes,reimbursement,2,48.71,2025-09-30
PL10520,H200030,yes,cashless,3,15.947,2025-09-30
PL10520,H200129,yes,cashless,4,39.388,2025-09-30
PL10520,H200859,yes,cashless,5,9.759,2025-09-30
PL10520,H200946,yes,cashless,6,45.152,2025-09-30
PL10520,H200230,yes,reimbursement,7,47.376,2025-09-30
PL10520,H200806,yes,cashless,8,25.87,2025-09-30
PL10520,H200542,yes,cashless,9,39.262,2025-09-30
PL10520,H200730,yes,reimbursement,10,5.277,2025-09-30
PL10520,H200992,yes,cashless,11,4.557,2025-09-30
PL10520,H200835,yes,cashless,12,1.14,2025-09-30
PL10520,H200511,yes,empanelled,13,20.869,2025-09-30
PL10520,H200684,yes,reimbursement,14,46.941,2025-09-30
PL10520,H200770,yes,cashless,15,40.127,2025-09-30
PL10520,H200189,yes,cashless,16,8.968,2025-09-30
PL10520,H200855,yes,cashless,17,43.497,2025-09-30
PL10520,H200675,yes,cashless,18,17.017,2025-09-30
PL10520,H200075,yes,cashless,19,39.964,2025-09-30
PL10520,H200700,yes,reimbursement,20,19.839,2025-09-30
PL10520,H200973,yes,reimbursement,21,38.799,2025-09-30
PL10520,H200213,yes,reimbursement,22,43.964,2025-09-30
PL10520,H200986,yes,cashless,23,40.293,2025-09-30
PL10520,H200984,yes,cashless,24,13.705,2025-09-30
PL10520,H200883,yes,cashless,25,37.708,2025-09-30
PL10520,H200320,yes,reimbursement,26,28.376,2025-09-30
PL10521,H200906,yes,reimbursement,1,5.905,2025-09-30
PL10521,H200468,yes,cashless,2,38.974,2025-09-30
PL10521,H200707,yes,cashless,3,14.508,2025-09-30
PL10521,H200223,yes,cashless,4,33.821,2025-09-30
PL10521,H200693,yes,cashless,5,4.345,2025-09-30
PL10521,H200929,yes,reimbursement,6,38.681,2025-09-30
PL10521,H200353,yes,empanelled,7,7.954,2025-09-30
PL10521,H200504,yes,reimbursement,8,16.722,2025-09-30
PL10521,H200921,yes,cashless,9,11.514,2025-09-30
PL10521,H200688,yes,cashless,10,34.863,2025-09-30
PL10521,H200359,yes,cashless,11,2.851,2025-09-30
PL10521,H200116,yes,cashless,12,25.095,2025-09-30
PL10521,H200638,yes,cashless,13,47.943,2025-09-30
PL10521,H200639,yes,cashless,14,9.535,2025-09-30
PL10521,H200636,yes,reimbursement,15,14.597,2025-09-30
PL10521,H200048,yes,cashless,16,25.409,2025-09-30
PL10521,H200273,yes,cashless,17,34.556,2025-09-30
PL10521,H200391,yes,cashless,18,37.816,2025-09-30
PL10521,H200853,yes,reimbursement,19,30.314,2025-09-30
PL10521,H200893,yes,cashless,20,46.145,2025-09-30
PL10521,H200911,yes,cashless,21,40.0,2025-09-30
PL10521,H200295,yes,reimbursement,22,30.431,2025-09-30
PL10521,H200678,yes,reimbursement,23,1.869,2025-09-30
PL10521,H200998,yes,cashless,24,22.342,2025-09-30
PL10521,H200035,yes,empanelled,25,34.809,2025-09-30
PL10521,H200904,yes,reimbursement,26,24.48,2025-09-30
PL10521,H200850,yes,reimbursement,27,21.902,2025-09-30
PL10521,H200246,yes,cashless,28,15.081,2025-09-30
PL10521,H200632,yes,reimbursement,29,38.098,2025-09-30
PL10521,H200207,yes,cashless,30,7.861,2025-09-30
PL10521,H200668,yes,cashless,31,20.941,2025-09-30
PL10521,H200264,yes,reimbursement,32,2.954,2025-09-30
PL10521,H200597,yes,cashless,33,13.519,2025-09-30
PL10521,H200042,yes,cashless,34,19.715,2025-09-30
PL10521,H200364,yes,reimbursement,35,35.979,2025-09-30
PL10521,H200972,yes,reimbursement,36,23.859,2025-09-30
PL10521,H200550,yes,empanelled,37,44.56,2025-09-30
PL10521,H200077,yes,cashless,38,44.997,2025-09-30
PL10521,H200016,yes,cashless,39,13.726,2025-09-30
PL10521,H200229,yes,cashless,40,11.646,2025-09-30
PL10521,H200125,yes,cashless,41,21.209,2025-09-30
PL10521,H200098,yes,reimbursement,42,23.589,2025-09-30
PL10521,H200572,yes,reimbursement,43,11.245,2025-09-30
PL10521,H200350,yes,cashless,44,30.779,2025-09-30
PL10521,H200511,yes,reimbursement,45,42.044,2025-09-30
PL10522,H200244,yes,reimbursement,1,14.903,2025-09-30
PL10522,H200680,yes,reimbursement,2,15.069,2025-09-30
PL10522,H200797,yes,reimbursement,3,31.125,2025-09-30
PL10522,H200549,yes,cashless,4,21.519,2025-09-30
PL10522,H200572,yes,cashless,5,15.676,2025-09-30
PL10522,H200072,yes,cashless,6,12.194,2025-09-30
PL10522,H200341,yes,cashless,7,11.149,2025-09-30
PL10522,H200264,yes,empanelled,8,45.568,2025-09-30
PL10522,H200536,yes,reimbursement,9,14.198,2025-09-30
PL10522,H200227,yes,reimbursement,10,3.362,2025-09-30
PL10522,H200135,yes,empanelled,11,17.163,2025-09-30
PL10522,H200239,yes,reimbursement,12,44.871,2025-09-30
PL10522,H200279,yes,cashless,13,47.342,2025-09-30
PL10522,H200948,yes,cashless,14,2.126,2025-09-30
PL10522,H200641,yes,cashless,15,10.26,2025-09-30
PL10522,H200332,yes,cashless,16,8.444,2025-09-30
PL10522,H200084,yes,empanelled,17,5.417,2025-09-30
PL10522,H200584,yes,reimbursement,18,34.175,2025-09-30
PL10522,H200853,yes,cashless,19,20.237,2025-09-30
PL10522,H200380,yes,cashless,20,3.845,2025-09-30
PL10522,H200849,yes,reimbursement,21,49.017,2025-09-30
PL10522,H200957,yes,reimbursement,22,38.639,2025-09-30
PL10522,H200709,yes,reimbursement,23,12.767,2025-09-30
PL10522,H200724,yes,cashless,24,42.711,2025-09-30
PL10522,H200215,yes,reimbursement,25,38.81,2025-09-30
PL10522,H200361,yes,cashless,26,25.998,2025-09-30
PL10522,H200614,yes,cashless,27,34.138,2025-09-30
PL10522,H200470,yes,reimbursement,28,17.144,2025-09-30
PL10522,H200618,yes,cashless,29,33.529,2025-09-30
PL10522,H200069,yes,cashless,30,29.157,2025-09-30
PL10522,H200149,yes,cashless,31,8.81,2025-09-30
PL10522,H200107,yes,cashless,32,17.801,2025-09-30
PL10522,H200061,yes,cashless,33,20.92,2025-09-30
PL10522,H200194,yes,empanelled,34,40.825,2025-09-30
PL10522,H200592,yes,cashless,35,12.006,2025-09-30
PL10522,H200568,yes,reimbursement,36,31.529,2025-09-30
PL10522,H200458,yes,cashless,37,5.5,2025-09-30
PL10522,H200743,yes,cashless,38,39.943,2025-09-30
PL10522,H200673,yes,cashless,39,46.824,2025-09-30
PL10522,H200711,yes,cashless,40,19.757,2025-09-30
PL10522,H200897,yes,cashless,41,5.154,2025-09-30
PL10522,H200792,yes,cashless,42,28.313,2025-09-30
PL10522,H200196,yes,reimbursement,43,14.259,2025-09-30
PL10522,H200589,yes,empanelled,44,45.287,2025-09-30
PL10522,H200185,yes,cashless,45,35.34,2025-09-30
PL10522,H200851,yes,empanelled,46,14.468,2025-09-30
PL10522,H200133,yes,cashless,47,34.933,2025-09-30
PL10522,H200593,yes,cashless,48,19.364,2025-09-30
PL10522,H200671,yes,cashless,49,16.658,2025-09-30
PL10522,H200607,yes,cashless,50,47.975,2025-09-30
PL10523,H200184,yes,cashless,1,32.524,2025-09-30
PL10523,H200555,yes,cashless,2,16.572,2025-09-30
PL10523,H200721,yes,reimbursement,3,25.931,2025-09-30
PL10523,H200411,yes,cashless,4,43.213,2025-09-30
PL10523,H200081,yes,cashless,5,9.618,2025-09-30
PL10523,H200409,yes,cashless,6,42.493,2025-09-30
PL10523,H200732,yes,reimbursement,7,13.813,2025-09-30
PL10523,H200384,yes,reimbursement,8,28.239,2025-09-30
PL10523,H200671,yes,reimbursement,9,5.459,2025-09-30
PL10523,H200145,yes,cashless,10,6.714,2025-09-30
PL10523,H200768,yes,empanelled,11,9.747,2025-09-30
PL10523,H200710,yes,reimbursement,12,26.045,2025-09-30
PL10523,H200833,yes,reimbursement,13,4.573,2025-09-30
PL10523,H200420,yes,cashless,14,39.028,2025-09-30
PL10523,H200499,yes,reimbursement,15,30.858,2025-09-30
PL10523,H200958,yes,cashless,16,32.225,2025-09-30
PL10523,H200007,yes,reimbursement,17,1.312,2025-09-30
PL10523,H200151,yes,cashless,18,49.03,2025-09-30
PL10523,H200629,yes,empanelled,19,38.576,2025-09-30
PL10523,H200760,yes,cashless,20,22.417,2025-09-30
PL10523,H200121,yes,cashless,21,19.626,2025-09-30
PL10523,H200040,yes,cashless,22,44.53,2025-09-30
PL10523,H200161,yes,reimbursement,23,11.885,2025-09-30
PL10523,H200634,yes,cashless,24,6.216,2025-09-30
PL10523,H200741,yes,cashless,25,31.211,2025-09-30
PL10523,H200988,yes,reimbursement,26,4.672,2025-09-30
PL10523,H200642,yes,empanelled,27,38.516,2025-09-30
PL10523,H200646,yes,cashless,28,43.488,2025-09-30
PL10523,H200236,yes,cashless,29,31.532,2025-09-30
PL10523,H200951,yes,cashless,30,3.1,2025-09-30
PL10523,H200169,yes,cashless,31,17.217,2025-09-30
PL10523,H200788,yes,cashless,32,11.234,2025-09-30
PL10523,H200793,yes,empanelled,33,21.129,2025-09-30
PL10523,H200963,yes,empanelled,34,0.648,2025-09-30
PL10523,H200086,yes,cashless,35,17.011,2025-09-30
PL10523,H200735,yes,cashless,36,43.219,2025-09-30
PL10523,H200969,yes,cashless,37,12.925,2025-09-30
PL10523,H200191,yes,cashless,38,12.686,2025-09-30
PL10523,H200029,yes,cashless,39,10.657,2025-09-30
PL10523,H200418,yes,cashless,40,34.368,2025-09-30
PL10523,H200789,yes,reimbursement,41,12.182,2025-09-30
PL10523,H200635,yes,cashless,42,16.536,2025-09-30
PL10523,H200644,yes,cashless,43,18.427,2025-09-30
PL10523,H200819,yes,cashless,44,48.879,2025-09-30
PL10523,H200972,yes,reimbursement,45,6.188,2025-09-30
PL10523,H200974,yes,cashless,46,40.442,2025-09-30
PL10523,H200314,yes,cashless,47,5.278,2025-09-30
PL10523,H200544,yes,empanelled,48,25.938,2025-09-30
PL10523,H200291,yes,cashless,49,34.522,2025-09-30
PL10523,H200440,yes,reimbursement,50,49.168,2025-09-30
PL10523,H200792,yes,cashless,51,19.262,2025-09-30
PL10523,H200773,yes,reimbursement,52,47.443,2025-09-30
PL10523,H200657,yes,reimbursement,53,10.36,2025-09-30
PL10523,H200854,yes,cashless,54,15.313,2025-09-30
PL10523,H200852,yes,cashless,55,46.507,2025-09-30
PL10523,H200817,yes,cashless,56,3.709,2025-09-30
PL10523,H200697,yes,cashless,57,8.697,2025-09-30
PL10523,H200039,yes,reimbursement,58,21.888,2025-09-30
PL10523,H200434,yes,cashless,59,38.127,2025-09-30
PL10523,H200380,yes,cashless,60,21.396,2025-09-30
PL10523,H200437,yes,reimbursement,61,12.47,2025-09-30
PL10523,H200324,yes,cashless,62,8.404,2025-09-30
PL10523,H200870,yes,reimbursement,63,4.417,2025-09-30
PL10523,H200321,yes,reimbursement,64,25.281,2025-09-30
PL10523,H200041,yes,reimbursement,65,21.488,2025-09-30
PL10523,H200716,yes,empanelled,66,7.499,2025-09-30
PL10523,H200512,yes,cashless,67,18.627,2025-09-30
PL10523,H200006,yes,reimbursement,68,35.743,2025-09-30
PL10523,H200283,yes,cashless,69,43.094,2025-09-30
PL10523,H200335,yes,cashless,70,17.988,2025-09-30
PL10523,H200836,yes,cashless,71,43.728,2025-09-30
PL10524,H200644,yes,cashless,1,22.673,2025-09-30
PL10524,H200675,yes,cashless,2,10.373,2025-09-30
PL10524,H200718,yes,cashless,3,17.629,2025-09-30
PL10524,H200908,yes,cashless,4,21.145,2025-09-30
PL10524,H200609,yes,empanelled,5,17.989,2025-09-30
PL10524,H200741,yes,reimbursement,6,22.455,2025-09-30
PL10524,H200163,yes,cashless,7,48.106,2025-09-30
PL10524,H200295,yes,cashless,8,40.534,2025-09-30
PL10524,H200360,yes,cashless,9,23.4,2025-09-30
PL10524,H200982,yes,reimbursement,10,20.469,2025-09-30
PL10524,H200281,yes,empanelled,11,34.973,2025-09-30
PL10524,H200242,yes,cashless,12,18.05,2025-09-30
PL10524,H200712,yes,cashless,13,22.642,2025-09-30
PL10524,H200375,yes,reimbursement,14,17.352,2025-09-30
PL10524,H200073,yes,reimbursement,15,38.668,2025-09-30
PL10524,H200279,yes,empanelled,16,17.675,2025-09-30
PL10524,H200063,yes,cashless,17,24.31,2025-09-30
PL10524,H200635,yes,empanelled,18,23.825,2025-09-30
PL10524,H200123,yes,cashless,19,16.205,2025-09-30
PL10524,H200320,yes,cashless,20,5.542,2025-09-30
PL10524,H200369,yes,reimbursement,21,43.865,2025-09-30
PL10524,H200926,yes,reimbursement,22,19.679,2025-09-30
PL10524,H200902,yes,reimbursement,23,40.543,2025-09-30
PL10524,H200726,yes,cashless,24,17.924,2025-09-30
PL10524,H200216,yes,cashless,25,5.095,2025-09-30
PL10524,H200751,yes,cashless,26,14.564,2025-09-30
PL10524,H200020,yes,reimbursement,27,43.723,2025-09-30
PL10524,H200677,yes,empanelled,28,27.984,2025-09-30
PL10524,H200096,yes,cashless,29,2.65,2025-09-30
PL10524,H200799,yes,cashless,30,18.689,2025-09-30
PL10524,H200093,yes,reimbursement,31,45.901,2025-09-30
PL10524,H200430,yes,cashless,32,38.882,2025-09-30
PL10524,H200627,yes,reimbursement,33,28.721,2025-09-30
PL10524,H200125,yes,cashless,34,11.529,2025-09-30
PL10524,H200785,yes,cashless,35,39.502,2025-09-30
PL10524,H200062,yes,reimbursement,36,45.093,2025-09-30
PL10524,H200043,yes,cashless,37,18.829,2025-09-30
PL10524,H200733,yes,cashless,38,9.322,2025-09-30
PL10524,H200617,yes,reimbursement,39,29.998,2025-09-30
PL10524,H200287,yes,reimbursement,40,38.664,2025-09-30
PL10524,H200286,yes,reimbursement,41,2.433,2025-09-30
PL10524,H200651,yes,reimbursement,42,22.529,2025-09-30
PL10524,H200301,yes,cashless,43,7.519,2025-09-30
PL10524,H200746,yes,reimbursement,44,44.05,2025-09-30
PL10524,H200266,yes,reimbursement,45,0.488,2025-09-30
PL10524,H200616,yes,reimbursement,46,2.541,2025-09-30
PL10524,H200931,yes,reimbursement,47,30.332,2025-09-30
PL10524,H200966,yes,cashless,48,30.295,2025-09-30
PL10524,H200011,yes,cashless,49,32.619,2025-09-30
PL10524,H200482,yes,cashless,50,26.915,2025-09-30
PL10525,H200464,yes,cashless,1,14.239,2025-09-30
PL10525,H200937,yes,cashless,2,15.483,2025-09-30
PL10525,H200998,yes,cashless,3,14.939,2025-09-30
PL10525,H200817,yes,cashless,4,13.099,2025-09-30
PL10525,H200618,yes,reimbursement,5,46.484,2025-09-30
PL10525,H200881,yes,cashless,6,13.306,2025-09-30
PL10525,H200188,yes,cashless,7,45.215,2025-09-30
PL10525,H200193,yes,cashless,8,46.475,2025-09-30
PL10525,H200435,yes,reimbursement,9,33.616,2025-09-30
PL10525,H200824,yes,reimbursement,10,18.649,2025-09-30
PL10525,H200758,yes,cashless,11,27.811,2025-09-30
PL10525,H200915,yes,empanelled,12,30.778,2025-09-30
PL10525,H200030,yes,reimbursement,13,20.355,2025-09-30
PL10525,H200680,yes,cashless,14,38.174,2025-09-30
PL10525,H200891,yes,reimbursement,15,40.039,2025-09-30
PL10525,H200027,yes,cashless,16,28.331,2025-09-30
PL10525,H200814,yes,cashless,17,34.654,2025-09-30
PL10525,H200482,yes,reimbursement,18,32.224,2025-09-30
PL10525,H200049,yes,cashless,19,24.414,2025-09-30
PL10525,H200247,yes,empanelled,20,28.928,2025-09-30
PL10525,H200941,yes,cashless,21,29.373,2025-09-30
PL10525,H200563,yes,cashless,22,48.439,2025-09-30
PL10525,H200744,yes,empanelled,23,5.968,2025-09-30
PL10525,H200897,yes,cashless,24,11.151,2025-09-30
PL10525,H200036,yes,reimbursement,25,0.917,2025-09-30
PL10525,H200434,yes,reimbursement,26,16.035,2025-09-30
PL10525,H200772,yes,reimbursement,27,42.044,2025-09-30
PL10525,H200823,yes,cashless,28,10.231,2025-09-30
PL10525,H200239,yes,reimbursement,29,28.193,2025-09-30
PL10525,H200363,yes,reimbursement,30,7.201,2025-09-30
PL10525,H200865,yes,reimbursement,31,33.887,2025-09-30
PL10525,H200807,yes,reimbursement,32,33.321,2025-09-30
PL10525,H200183,yes,cashless,33,17.008,2025-09-30
PL10525,H200238,yes,cashless,34,38.772,2025-09-30
PL10525,H200443,yes,cashless,35,36.628,2025-09-30
PL10525,H200760,yes,cashless,36,18.111,2025-09-30
PL10525,H200429,yes,reimbursement,37,48.613,2025-09-30
PL10525,H200661,yes,reimbursement,38,12.939,2025-09-30
PL10525,H200470,yes,reimbursement,39,44.247,2025-09-30
PL10525,H200660,yes,cashless,40,12.142,2025-09-30
PL10525,H200789,yes,cashless,41,16.32,2025-09-30
PL10525,H200795,yes,reimbursement,42,32.25,2025-09-30
PL10525,H200575,yes,empanelled,43,20.216,2025-09-30
PL10525,H200076,yes,cashless,44,34.183,2025-09-30
PL10525,H200321,yes,reimbursement,45,42.111,2025-09-30
PL10525,H200670,yes,cashless,46,18.703,2025-09-30
PL10525,H200089,yes,cashless,47,1.386,2025-09-30
PL10525,H200303,yes,cashless,48,31.595,2025-09-30
PL10525,H200452,yes,reimbursement,49,16.315,2025-09-30
PL10525,H200885,yes,cashless,50,48.458,2025-09-30
PL10525,H200723,yes,reimbursement,51,47.584,2025-09-30
PL10525,H200445,yes,cashless,52,48.633,2025-09-30
PL10525,H200863,yes,cashless,53,44.803,2025-09-30
PL10525,H200971,yes,reimbursement,54,15.51,2025-09-30
PL10525,H200258,yes,cashless,55,33.37,2025-09-30
PL10525,H200686,yes,cashless,56,34.96,2025-09-30
PL10525,H200105,yes,cashless,57,33.702,2025-09-30
PL10525,H200895,yes,cashless,58,10.8,2025-09-30
PL10525,H200756,yes,empanelled,59,48.757,2025-09-30
PL10525,H200669,yes,cashless,60,1.232,2025-09-30
PL10525,H200337,yes,reimbursement,61,3.128,2025-09-30
PL10525,H200635,yes,cashless,62,26.151,2025-09-30
PL10525,H200948,yes,cashless,63,21.142,2025-09-30
PL10526,H200658,yes,reimbursement,1,10.799,2025-09-30
PL10526,H200529,yes,empanelled,2,20.912,2025-09-30
PL10526,H200726,yes,reimbursement,3,38.787,2025-09-30
PL10526,H200479,yes,cashless,4,33.476,2025-09-30
PL10526,H200634,yes,reimbursement,5,3.873,2025-09-30
PL10526,H200450,yes,reimbursement,6,3.562,2025-09-30
PL10526,H200970,yes,cashless,7,7.24,2025-09-30
PL10526,H200711,yes,cashless,8,21.321,2025-09-30
PL10526,H200023,yes,reimbursement,9,29.021,2025-09-30
PL10526,H200740,yes,reimbursement,10,4.894,2025-09-30
PL10526,H200184,yes,cashless,11,43.628,2025-09-30
PL10526,H200131,yes,empanelled,12,31.376,2025-09-30
PL10526,H200539,yes,reimbursement,13,2.524,2025-09-30
PL10526,H200784,yes,cashless,14,44.044,2025-09-30
PL10526,H200076,yes,reimbursement,15,23.226,2025-09-30
PL10526,H200917,yes,reimbursement,16,36.979,2025-09-30
PL10526,H200910,yes,cashless,17,6.622,2025-09-30
PL10526,H200099,yes,cashless,18,34.427,2025-09-30
PL10526,H200903,yes,empanelled,19,41.081,2025-09-30
PL10526,H200194,yes,reimbursement,20,35.955,2025-09-30
PL10526,H200530,yes,empanelled,21,41.499,2025-09-30
PL10526,H200895,yes,cashless,22,27.795,2025-09-30
PL10526,H200697,yes,cashless,23,7.993,2025-09-30
PL10526,H200119,yes,cashless,24,35.072,2025-09-30
PL10526,H200147,yes,reimbursement,25,19.283,2025-09-30
PL10526,H200296,yes,empanelled,26,23.273,2025-09-30
PL10526,H200591,yes,cashless,27,49.173,2025-09-30
PL10526,H200837,yes,cashless,28,20.433,2025-09-30
PL10526,H200796,yes,empanelled,29,33.537,2025-09-30
PL10526,H200823,yes,reimbursement,30,18.566,2025-09-30
PL10526,H200220,yes,reimbursement,31,19.867,2025-09-30
PL10526,H200164,yes,cashless,32,41.48,2025-09-30
PL10526,H200422,yes,reimbursement,33,34.794,2025-09-30
PL10526,H200459,yes,reimbursement,34,49.61,2025-09-30
PL10526,H200339,yes,cashless,35,3.245,2025-09-30
PL10526,H200617,yes,cashless,36,26.177,2025-09-30
PL10526,H200829,yes,cashless,37,13.037,2025-09-30
PL10526,H200424,yes,reimbursement,38,39.196,2025-09-30
PL10526,H200445,yes,reimbursement,39,23.766,2025-09-30
PL10526,H200058,yes,cashless,40,23.637,2025-09-30
PL10526,H200461,yes,empanelled,41,9.642,2025-09-30
PL10526,H200712,yes,cashless,42,6.581,2025-09-30
PL10526,H200700,yes,cashless,43,8.319,2025-09-30
PL10526,H200074,yes,cashless,44,34.756,2025-09-30
PL10526,H200517,yes,cashless,45,44.44,2025-09-30
PL10526,H200264,yes,cashless,46,49.262,2025-09-30
PL10526,H200977,yes,cashless,47,12.916,2025-09-30
PL10526,H200456,yes,cashless,48,2.917,2025-09-30
PL10526,H200002,yes,cashless,49,27.467,2025-09-30
PL10526,H200522,yes,cashless,50,2.952,2025-09-30
PL10526,H200494,yes,cashless,51,40.286,2025-09-30
PL10526,H200170,yes,cashless,52,7.791,2025-09-30
PL10526,H200491,yes,cashless,53,44.828,2025-09-30
PL10526,H200500,yes,cashless,54,41.306,2025-09-30
PL10526,H200442,yes,empanelled,55,15.753,2025-09-30
PL10526,H200006,yes,cashless,56,2.956,2025-09-30
PL10526,H200923,yes,reimbursement,57,9.152,2025-09-30
PL10526,H200307,yes,reimbursement,58,13.585,2025-09-30
PL10527,H200955,yes,cashless,1,5.482,2025-09-30
PL10527,H200051,yes,cashless,2,33.817,2025-09-30
PL10527,H200109,yes,cashless,3,40.397,2025-09-30
PL10527,H200735,yes,reimbursement,4,3.872,2025-09-30
PL10527,H200066,yes,cashless,5,1.805,2025-09-30
PL10527,H200435,yes,reimbursement,6,8.686,2025-09-30
PL10527,H200963,yes,cashless,7,35.252,2025-09-30
PL10527,H200817,yes,reimbursement,8,30.502,2025-09-30
PL10527,H200199,yes,cashless,9,8.985,2025-09-30
PL10527,H200548,yes,reimbursement,10,27.127,2025-09-30
PL10527,H200770,yes,cashless,11,24.479,2025-09-30
PL10527,H200341,yes,cashless,12,21.549,2025-09-30
PL10527,H200048,yes,cashless,13,49.5,2025-09-30
PL10527,H200965,yes,reimbursement,14,16.506,2025-09-30
PL10527,H200331,yes,cashless,15,5.674,2025-09-30
PL10527,H200754,yes,cashless,16,4.074,2025-09-30
PL10527,H200118,yes,reimbursement,17,2.913,2025-09-30
PL10527,H200042,yes,reimbursement,18,26.82,2025-09-30
PL10527,H200587,yes,cashless,19,9.188,2025-09-30
PL10527,H200617,yes,cashless,20,6.479,2025-09-30
PL10527,H200170,yes,reimbursement,21,43.107,2025-09-30
PL10527,H200854,yes,cashless,22,4.471,2025-09-30
PL10527,H200905,yes,cashless,23,23.161,2025-09-30
PL10527,H200689,yes,cashless,24,48.315,2025-09-30
PL10527,H200302,yes,cashless,25,3.427,2025-09-30
PL10527,H200999,yes,reimbursement,26,4.268,2025-09-30
PL10527,H200293,yes,cashless,27,45.67,2025-09-30
PL10527,H200785,yes,cashless,28,7.277,2025-09-30
PL10527,H200937,yes,reimbursement,29,33.921,2025-09-30
PL10527,H200437,yes,cashless,30,38.037,2025-09-30
PL10527,H200206,yes,cashless,31,10.19,2025-09-30
PL10527,H200883,yes,reimbursement,32,0.898,2025-09-30
PL10527,H200460,yes,reimbursement,33,22.768,2025-09-30
PL10527,H200772,yes,reimbursement,34,48.276,2025-09-30
PL10527,H200662,yes,empanelled,35,42.222,2025-09-30
PL10527,H200944,yes,reimbursement,36,47.769,2025-09-30
PL10527,H200790,yes,cashless,37,43.392,2025-09-30
PL10527,H200029,yes,empanelled,38,8.97,2025-09-30
PL10527,H200507,yes,reimbursement,39,29.604,2025-09-30
PL10527,H200533,yes,reimbursement,40,14.738,2025-09-30
PL10527,H200237,yes,reimbursement,41,40.598,2025-09-30
PL10527,H200240,yes,cashless,42,9.513,2025-09-30
PL10527,H200824,yes,cashless,43,27.166,2025-09-30
PL10527,H200629,yes,cashless,44,4.875,2025-09-30
PL10527,H200668,yes,cashless,45,40.456,2025-09-30
