hospital_id,name,state,city,pincode,bed_count,specialties,address,latitude,longitude,is_empanelled_public,created_at
H200308,Patna Health Institute 4543,Bihar,Patna,300308,946,"Neurology,Oncology",286 Patna Medical Road,21.098468,86.66807,no,2025-09-30
H200309,Kozhikode Health Institute 188,Kerala,Kozhikode,300309,106,"ENT,Nephrology,General Medicine,Oncology",92 Kozhikode Medical Road,10.672978,76.243632,yes,2025-09-30
H200310,Surat Health Institute 5850,Gujarat,Surat,300310,1151,"ENT,Nephrology",206 Surat Medical Road,27.33071,86.573045,yes,2025-09-30
H200311,Ranchi Health Institute 8200,Jharkhand,Ranchi,300311,140,"Neurology,Pediatrics,ENT",229 Ranchi Medical Road,19.068881,85.041513,no,2025-09-30
H200312,Nagpur Health Institute 9243,Maharashtra,Nagpur,300312,539,"Nephrology,Neurology,Pediatrics,General Medicine,ENT",261 Nagpur Medical Road,8.774547,70.199496,no,2025-09-30
H200313,Ranchi Health Institute 9742,Jharkhand,Ranchi,300313,929,"Orthopedics,Oncology,Pediatrics,ENT,Gastroenterology",119 Ranchi Medical Road,20.575001,84.52271,no,2025-09-30
H200314,Raipur Health Institute 5933,Chhattisgarh,Raipur,300314,1062,"Nephrology,Pediatrics,General Medicine,Neurology,Oncology",51 Raipur Medical Road,24.173114,86.29246,no,2025-09-30
H200315,Siliguri Health Institute 1549,West Bengal,Siliguri,300315,683,"Pediatrics,ENT,General Medicine,Gastroenterology,Neurology",87 Siliguri Medical Road,25.264986,85.337513,no,2025-09-30
H200316,Madurai Health Institute 7965,Tamil Nadu,Madurai,300316,919,"Neurology,General Medicine,Orthopedics,Gastroenterology,Oncology",28 Madurai Medical Road,31.681409,80.149283,no,2025-09-30
H200317,Patna Health Institute 1094,Bihar,Patna,300317,705,"General Medicine,Orthopedics,Gastroenterology,Pediatrics,Cardiology",251 Patna Medical Road,13.165853,70.445974,no,2025-09-30
H200318,Surat Health Institute 3321,Gujarat,Surat,300318,343,"Cardiology,Gastroenterology,Nephrology,ENT",162 Surat Medical Road,25.842161,75.564552,yes,2025-09-30
H200319,Chandigarh Health Institute 3100,Punjab,Chandigarh,300319,170,"Pediatrics,ENT,General Medicine",147 Chandigarh Medical Road,32.225292,73.270033,no,2025-09-30
H200320,Jaipur Health Institute 8782,Rajasthan,Jaipur,300320,1176,"Orthopedics,Cardiology,Neurology,Pediatrics",201 Jaipur Medical Road,10.149208,70.676511,yes,2025-09-30
H200321,Thiruvananthapuram Health Institute 2738,Kerala,Thiruvananthapuram,300321,278,"Orthopedics,Gastroenterology,Neurology,Pediatrics,ENT",276 Thiruvananthapuram Medical Road,22.393551,86.713887,no,2025-09-30
H200322,Bhubaneswar Health Institute 3122,Odisha,Bhubaneswar,300322,1076,"Nephrology,Orthopedics",1 Bhubaneswar Medical Road,27.028206,85.777182,yes,2025-09-30
H200323,Amritsar Health Institute 1731,Punjab,Amritsar,300323,392,"General Medicine,Nephrology,Orthopedics",270 Amritsar Medical Road,23.081886,83.671509,yes,2025-09-30
H200324,Bengaluru Health Institute 7887,Karnataka,Bengaluru,300324,238,"Cardiology,Oncology,Gastroenterology,Neurology",70 Bengaluru Medical Road,18.519027,77.234851,no,2025-09-30
H200325,South Delhi Health Institute 3493,Delhi,South Delhi,300325,421,"Pediatrics,Neurology,Gastroenterology,Oncology,Orthopedics",217 South Delhi Medical Road,24.059867,72.193813,no,2025-09-30
H200326,Amritsar Health Institute 5796,Punjab,Amritsar,300326,1102,"Nephrology,General Medicine,Neurology,ENT",243 Amritsar Medical Road,9.701587,76.509179,no,2025-09-30
H200327,Ranchi Health Institute 1206,Jharkhand,Ranchi,300327,186,"Nephrology,ENT,Orthopedics,Gastroenterology",239 Ranchi Medical Road,18.909133,85.983597,no,2025-09-30
H200328,Vadodara Health Institute 4844,Gujarat,Vadodara,300328,236,"Oncology,Gastroenterology,General Medicine,Neurology",139 Vadodara Medical Road,29.169416,79.439476,no,2025-09-30
H200329,North Delhi Health Institute 1997,Delhi,North Delhi,300329,656,"Cardiology,Orthopedics,ENT",55 North Delhi Medical Road,8.568328,77.727372,yes,2025-09-30
H200330,Guwahati Health Institute 5956,Assam,Guwahati,300330,471,"Gastroenterology,General Medicine",298 Guwahati Medical Road,9.947723,77.560831,no,2025-09-30
H200331,Patna Health Institute 17,Bihar,Patna,300331,467,"Neurology,Pediatrics,ENT",77 Patna Medical Road,22.682523,85.56158,no,2025-09-30
H200332,Mumbai Health Institute 9326,Maharashtra,Mumbai,300332,363,"Nephrology,Cardiology",121 Mumbai Medical Road,25.19407,73.063014,no,2025-09-30
H200333,Guwahati Health Institute 5911,Assam,Guwahati,300333,216,"Neurology,Pediatrics,ENT,Oncology",61 Guwahati Medical Road,13.087956,69.791605,no,2025-09-30
H200334,Guwahati Health Institute 6833,Assam,Guwahati,300334,61,"Nephrology,Oncology,Neurology,General Medicine",123 Guwahati Medical Road,16.546645,85.704284,no,2025-09-30
H200335,South Delhi Health Institute 5233,Delhi,South Delhi,300335,818,"Gastroenterology,Oncology,Cardiology,General Medicine,Nephrology",74 South Delhi Medical Road,16.910101,79.607572,no,2025-09-30
H200336,Hyderabad Health Institute 8566,Telangana,Hyderabad,300336,607,"General Medicine,ENT,Pediatrics,Orthopedics",120 Hyderabad Medical Road,29.424835,84.391788,no,2025-09-30
H200337,Ranchi Health Institute 8792,Jharkhand,Ranchi,300337,107,"Pediatrics,Nephrology",48 Ranchi Medical Road,24.182953,76.564076,no,2025-09-30
H200338,Warangal Health Institute 4108,Telangana,Warangal,300338,830,"Neurology,Cardiology",159 Warangal Medical Road,19.132886,83.558299,no,2025-09-30
H200339,Guwahati Health Institute 5721,Assam,Guwahati,300339,1109,"Cardiology,Pediatrics,Neurology,Orthopedics",227 Guwahati Medical Road,27.163831,82.835474,no,2025-09-30
H200340,Guwahati Health Institute 778,Assam,Guwahati,300340,456,"Oncology,Nephrology,ENT,Pediatrics,Neurology",193 Guwahati Medical Road,12.419628,70.850718,no,2025-09-30
H200341,Siliguri Health Institute 1101,West Bengal,Siliguri,300341,372,"Nephrology,Orthopedics,Pediatrics,ENT,Oncology",128 Siliguri Medical Road,14.88308,76.888512,no,2025-09-30
H200342,Patna Health Institute 3652,Bihar,Patna,300342,119,"Cardiology,ENT,Orthopedics,Gastroenterology,Nephrology",148 Patna Medical Road,32.148737,78.621521,no,2025-09-30
H200343,Kolkata Health Institute 2479,West Bengal,Kolkata,300343,220,"General Medicine,ENT,Nephrology,Orthopedics",79 Kolkata Medical Road,22.592974,87.848378,no,2025-09-30
H200344,Faridabad Health Institute 1966,Haryana,Faridabad,300344,953,"Neurology,Cardiology,Gastroenterology,Nephrology",299 Faridabad Medical Road,9.502846,75.228088,no,2025-09-30
H200345,Amritsar Health Institute 2319,Punjab,Amritsar,300345,638,"Pediatrics,Gastroenterology,Neurology,Cardiology",40 Amritsar Medical Road,16.223594,74.452799,no,2025-09-30
H200346,Vadodara Health Institute 9924,Gujarat,Vadodara,300346,123,"General Medicine,Pediatrics,Orthopedics,Cardiology",17 Vadodara Medical Road,12.710135,68.966647,no,2025-09-30
H200347,Hyderabad Health Institute 9070,Telangana,Hyderabad,300347,80,"Gastroenterology,Cardiology,Pediatrics,Neurology,ENT",263 Hyderabad Medical Road,21.763979,72.362645,no,2025-09-30
H200348,Kanpur Health Institute 1313,Uttar Pradesh,Kanpur,300348,1193,"ENT,Neurology",20 Kanpur Medical Road,21.06305,81.993027,yes,2025-09-30
H200349,Tiruchirappalli Health Institute 258,Tamil Nadu,Tiruchirappalli,300349,326,"ENT,Gastroenterology,Pediatrics",251 Tiruchirappalli Medical Road,23.212322,68.095035,no,2025-09-30
H200350,Mysuru Health Institute 9555,Karnataka,Mysuru,300350,27,"Oncology,Orthopedics,Neurology,Pediatrics",60 Mysuru Medical Road,32.919123,87.930639,no,2025-09-30
H200351,Jodhpur Health Institute 3250,Rajasthan,Jodhpur,300351,131,"Neurology,Nephrology,Oncology,General Medicine,Cardiology",242 Jodhpur Medical Road,32.948494,75.865835,no,2025-09-30
H200352,Hyderabad Health Institute 4534,Telangana,Hyderabad,300352,94,"Cardiology,ENT,Oncology,Pediatrics,Gastroenterology",200 Hyderabad Medical Road,31.922146,72.165745,no,2025-09-30
H200353,Jaipur Health Institute 2833,Rajasthan,Jaipur,300353,1198,"Orthopedics,Gastroenterology,Neurology",227 Jaipur Medical Road,32.635742,75.341321,no,2025-09-30
H200354,Jaipur Health Institute 8518,Rajasthan,Jaipur,300354,639,"Cardiology,Neurology,Nephrology,Orthopedics",286 Jaipur Medical Road,23.446607,72.773397,no,2025-09-30
H200355,Asansol Health Institute 9397,West Bengal,Asansol,300355,537,"ENT,Nephrology,Pediatrics,Oncology,Neurology",93 Asansol Medical Road,9.821396,81.217973,no,2025-09-30
H200356,Kanpur Health Institute 8660,Uttar Pradesh,Kanpur,300356,285,"Orthopedics,Nephrology,Oncology,Neurology",222 Kanpur Medical Road,19.782499,69.705777,no,2025-09-30
H200357,Amritsar Health Institute 4633,Punjab,Amritsar,300357,456,"Neurology,Gastroenterology,Cardiology,Orthopedics",296 Amritsar Medical Road,17.68409,70.402261,no,2025-09-30
H200358,Ranchi Health Institute 8925,Jharkhand,Ranchi,300358,443,"General Medicine,Oncology,Cardiology",26 Ranchi Medical Road,27.808845,73.465557,no,2025-09-30
H200359,Gaya Health Institute 9836,Bihar,Gaya,300359,1171,"General Medicine,Cardiology",280 Gaya Medical Road,29.232152,85.80516,no,2025-09-30
H200360,Vadodara Health Institute 8595,Gujarat,Vadodara,300360,842,"Pediatrics,Oncology,Neurology",152 Vadodara Medical Road,26.824079,77.607815,no,2025-09-30
H200361,Faridabad Health Institute 8861,Haryana,Faridabad,300361,1083,"General Medicine,Nephrology,Neurology,Cardiology",29 Faridabad Medical Road,14.276981,85.485594,yes,2025-09-30
H200362,Ranchi Health Institute 1824,Jharkhand,Ranchi,300362,382,"Neurology,Nephrology,Cardiology",199 Ranchi Medical Road,25.333008,71.277385,no,2025-09-30
H200363,Cuttack Health Institute 5554,Odisha,Cuttack,300363,604,"Orthopedics,Pediatrics,General Medicine,Nephrology",171 Cuttack Medical Road,14.276641,70.614254,no,2025-09-30
H200364,Gurgaon Health Institute 7294,Haryana,Gurgaon,300364,881,"Orthopedics,Oncology,Cardiology",174 Gurgaon Medical Road,9.039471,84.315706,no,2025-09-30
H200365,Surat Health Institute 8877,Gujarat,Surat,300365,177,"Pediatrics,General Medicine,Cardiology,ENT,Nephrology",94 Surat Medical Road,20.695448,71.956766,no,2025-09-30
H200366,Ranchi Health Institute 1430,Jharkhand,Ranchi,300366,1103,"General Medicine,Cardiology,ENT,Pediatrics,Gastroenterology",244 Ranchi Medical Road,11.818837,83.790582,no,2025-09-30
H200367,Gurgaon Health Institute 319,Haryana,Gurgaon,300367,282,"Oncology,Nephrology,Neurology,Gastroenterology,General Medicine",300 Gurgaon Medical Road,28.772226,81.269754,no,2025-09-30
H200368,New Delhi Health Institute 3952,Delhi,New Delhi,300368,898,"Cardiology,Oncology,Nephrology",193 New Delhi Medical Road,21.318152,72.062403,no,2025-09-30
H200369,Gaya Health Institute 5303,Bihar,Gaya,300369,137,"Pediatrics,Orthopedics,Gastroenterology,General Medicine,Cardiology",117 Gaya Medical Road,32.011647,81.482482,no,2025-09-30
H200370,Bengaluru Health Institute 6082,Karnataka,Bengaluru,300370,290,"Nephrology,Oncology,Neurology",212 Bengaluru Medical Road,23.48228,75.821848,no,2025-09-30
H200371,Faridabad Health Institute 1856,Haryana,Faridabad,300371,88,"ENT,Cardiology,Orthopedics",144 Faridabad Medical Road,27.373437,81.843545,no,2025-09-30
H200372,Ranchi Health Institute 9507,Jharkhand,Ranchi,300372,971,"Nephrology,Pediatrics,Neurology,Cardiology,Gastroenterology",275 Ranchi Medical Road,16.565641,78.884273,no,2025-09-30
H200373,Bengaluru Health Institute 3389,Karnataka,Bengaluru,300373,619,"General Medicine,Nephrology,Cardiology,Gastroenterology",4 Bengaluru Medical Road,20.054785,80.101726,no,2025-09-30
H200374,Tiruchirappalli Health Institute 9670,Tamil Nadu,Tiruchirappalli,300374,1036,"Oncology,General Medicine,Gastroenterology",119 Tiruchirappalli Medical Road,27.013176,82.191299,no,2025-09-30
H200375,Kochi Health Institute 6206,Kerala,Kochi,300375,419,"Nephrology,ENT,Gastroenterology,General Medicine,Cardiology",219 Kochi Medical Road,24.055731,74.186058,no,2025-09-30
H200376,Mysuru Health Institute 5133,Karnataka,Mysuru,300376,302,"General Medicine,Pediatrics,Cardiology",241 Mysuru Medical Road,9.586224,76.911943,no,2025-09-30
H200377,Ahmedabad Health Institute 7634,Gujarat,Ahmedabad,300377,1187,"Nephrology,Cardiology,Oncology",178 Ahmedabad Medical Road,11.340521,74.509437,no,2025-09-30
H200378,Raipur Health Institute 270,Chhattisgarh,Raipur,300378,622,"General Medicine,Nephrology,ENT,Pediatrics",299 Raipur Medical Road,10.268786,72.105431,no,2025-09-30
H200379,Mysuru Health Institute 7607,Karnataka,Mysuru,300379,579,"Oncology,Nephrology,Gastroenterology",132 Mysuru Medical Road,27.643076,83.689541,no,2025-09-30
H200380,Cuttack Health Institute 3925,Odisha,Cuttack,300380,271,"ENT,Neurology,Cardiology,Gastroenterology,Oncology",94 Cuttack Medical Road,14.254738,79.452897,yes,2025-09-30
H200381,Ranchi Health Institute 7487,Jharkhand,Ranchi,300381,950,"Nephrology,Pediatrics,General Medicine",279 Ranchi Medical Road,28.95342,81.208319,yes,2025-09-30
H200382,Cuttack Health Institute 668,Odisha,Cuttack,300382,536,"Nephrology,ENT",251 Cuttack Medical Road,8.752584,69.944364,yes,2025-09-30
H200383,Gurgaon Health Institute 2678,Haryana,Gurgaon,300383,229,"Neurology,Orthopedics,ENT,Oncology",207 Gurgaon Medical Road,16.115471,73.261963,no,2025-09-30
H200384,Vadodara Health Institute 717,Gujarat,Vadodara,300384,745,"Orthopedics,Oncology,Pediatrics,General Medicine,ENT",223 Vadodara Medical Road,22.184007,75.01773,no,2025-09-30
H200385,Cuttack Health Institute 2539,Odisha,Cuttack,300385,1036,"Orthopedics,General Medicine",64 Cuttack Medical Road,13.442991,73.628679,no,2025-09-30
H200386,Ranchi Health Institute 8242,Jharkhand,Ranchi,300386,622,"Gastroenterology,Pediatrics",178 Ranchi Medical Road,13.300355,73.118479,no,2025-09-30
H200387,Mumbai Health Institute 82,Maharashtra,Mumbai,300387,1023,"Orthopedics,Neurology,Nephrology",176 Mumbai Medical Road,30.799378,79.56305,no,2025-09-30
H200388,Thiruvananthapuram Health Institute 9001,Kerala,Thiruvananthapuram,300388,1151,"Oncology,Cardiology,Nephrology,General Medicine,Gastroenterology",253 Thiruvananthapuram Medical Road,29.360302,81.62071,no,2025-09-30
H200389,Gurgaon Health Institute 8226,Haryana,Gurgaon,300389,892,"ENT,Gastroenterology,Oncology",30 Gurgaon Medical Road,16.618216,75.750503,no,2025-09-30
H200390,Asansol Health Institute 3390,West Bengal,Asansol,300390,1191,"General Medicine,Orthopedics",202 Asansol Medical Road,23.371758,72.757756,no,2025-09-30
H200391,Agra Health Institute 9136,Uttar Pradesh,Agra,300391,1156,"Nephrology,Pediatrics,Orthopedics,General Medicine",148 Agra Medical Road,27.984663,68.04857,no,2025-09-30
H200392,New Delhi Health Institute 830,Delhi,New Delhi,300392,538,"Orthopedics,Gastroenterology,Neurology,General Medicine",33 New Delhi Medical Road,21.630491,68.570383,no,2025-09-30
H200393,Udaipur Health Institute 1440,Rajasthan,Udaipur,300393,1134,"General Medicine,Orthopedics",264 Udaipur Medical Road,32.437687,71.24622,no,2025-09-30
H200394,Vadodara Health Institute 209,Gujarat,Vadodara,300394,192,"General Medicine,Orthopedics",163 Vadodara Medical Road,25.202229,69.333308,no,2025-09-30
H200395,Nagpur Health Institute 3225,Maharashtra,Nagpur,300395,740,"ENT,Cardiology",163 Nagpur Medical Road,11.601129,69.553089,no,2025-09-30
H200396,Coimbatore Health Institute 6951,Tamil Nadu,Coimbatore,300396,609,"Oncology,Orthopedics,Nephrology,Cardiology",269 Coimbatore Medical Road,13.586614,82.347228,no,2025-09-30
H200397,Amritsar Health Institute 8165,Punjab,Amritsar,300397,391,"Neurology,Cardiology,Pediatrics,Gastroenterology",6 Amritsar Medical Road,28.239211,84.749745,no,2025-09-30
H200398,Asansol Health Institute 1815,West Bengal,Asansol,300398,1119,"General Medicine,Orthopedics",89 Asansol Medical Road,31.587387,73.869692,no,2025-09-30
H200399,Gaya Health Institute 4361,Bihar,Gaya,300399,1029,"Gastroenterology,Pediatrics,Nephrology",262 Gaya Medical Road,24.807409,73.468264,no,2025-09-30
H200400,Guwahati Health Institute 6733,Assam,Guwahati,300400,1075,"Orthopedics,Oncology",158 Guwahati Medical Road,22.05142,73.292541,no,2025-09-30
H200401,Faridabad Health Institute 4127,Haryana,Faridabad,300401,379,"Nephrology,Cardiology,Oncology,Pediatrics,Orthopedics",214 Faridabad Medical Road,21.730104,70.322657,no,2025-09-30
H200402,Bhubaneswar Health Institute 268,Odisha,Bhubaneswar,300402,316,"Cardiology,Neurology,Orthopedics",211 Bhubaneswar Medical Road,17.106175,84.676301,no,2025-09-30
H200403,Raipur Health Institute 9992,Chhattisgarh,Raipur,300403,1151,"General Medicine,Cardiology",112 Raipur Medical Road,27.132114,84.614159,no,2025-09-30
H200404,Thiruvananthapuram Health Institute 3736,Kerala,Thiruvananthapuram,300404,454,"Pediatrics,Orthopedics,Nephrology",34 Thiruvananthapuram Medical Road,29.442656,72.391463,no,2025-09-30
H200405,Pune Health Institute 1916,Maharashtra,Pune,300405,941,"Orthopedics,Neurology,Gastroenterology,Cardiology,Oncology",18 Pune Medical Road,20.283052,79.775657,no,2025-09-30
H200406,Madurai Health Institute 2717,Tamil Nadu,Madurai,300406,673,"ENT,Pediatrics,Cardiology,Orthopedics",21 Madurai Medical Road,16.118267,75.015039,yes,2025-09-30
H200407,Bengaluru Health Institute 3509,Karnataka,Bengaluru,300407,740,"General Medicine,Pediatrics,Neurology,Oncology",98 Bengaluru Medical Road,16.658957,80.477157,no,2025-09-30
H200408,Chandigarh Health Institute 5702,Punjab,Chandigarh,300408,605,"General Medicine,Orthopedics,ENT,Oncology",43 Chandigarh Medical Road,10.670356,76.39385,no,2025-09-30
H200409,Ranchi Health Institute 3756,Jharkhand,Ranchi,300409,404,"General Medicine,ENT",195 Ranchi Medical Road,15.384602,74.147368,no,2025-09-30
H200410,Thiruvananthapuram Health Institute 8590,Kerala,Thiruvananthapuram,300410,332,"General Medicine,Gastroenterology,Neurology",260 Thiruvananthapuram Medical Road,11.743557,83.774967,yes,2025-09-30
H200411,Amritsar Health Institute 6315,Punjab,Amritsar,300411,1123,"Oncology,Pediatrics,Orthopedics",58 Amritsar Medical Road,25.419477,87.587361,yes,2025-09-30
H200412,North Delhi Health Institute 6790,Delhi,North Delhi,300412,384,"Nephrology,General Medicine,Cardiology",172 North Delhi Medical Road,17.181457,81.568986,yes,2025-09-30
H200413,Surat Health Institute 21,Gujarat,Surat,300413,548,"Pediatrics,General Medicine,Orthopedics,Gastroenterology",58 Surat Medical Road,15.784135,74.693413,no,2025-09-30
H200414,Ranchi Health Institute 8197,Jharkhand,Ranchi,300414,729,"Gastroenterology,General Medicine,Neurology,Nephrology,Orthopedics",96 Ranchi Medical Road,20.56288,79.941138,no,2025-09-30
H200415,Guwahati Health Institute 7301,Assam,Guwahati,300415,924,"Pediatrics,Nephrology",27 Guwahati Medical Road,32.293344,74.701703,no,2025-09-30
H200416,Agra Health Institute 723,Uttar Pradesh,Agra,300416,315,"Nephrology,Neurology",62 Agra Medical Road,9.762495,82.8899,no,2025-09-30
H200417,Coimbatore Health Institute 6507,Tamil Nadu,Coimbatore,300417,751,"Neurology,Cardiology,Oncology,ENT",218 Coimbatore Medical Road,15.760188,70.515357,no,2025-09-30
H200418,Surat Health Institute 5862,Gujarat,Surat,300418,1080,"Gastroenterology,Nephrology,Pediatrics",168 Surat Medical Road,29.917261,70.371219,no,2025-09-30
H200419,Nashik Health Institute 554,Maharashtra,Nashik,300419,799,"Orthopedics,Cardiology,Gastroenterology,Oncology",142 Nashik Medical Road,28.395908,80.07798,yes,2025-09-30
H200420,Ranchi Health Institute 9605,Jharkhand,Ranchi,300420,539,"Pediatrics,Nephrology",295 Ranchi Medical Road,29.409038,80.386861,no,2025-09-30
H200421,Pune Health Institute 6455,Maharashtra,Pune,300421,302,"Orthopedics,Neurology,ENT",244 Pune Medical Road,24.042419,81.51251,no,2025-09-30
H200422,Bhubaneswar Health Institute 8470,Odisha,Bhubaneswar,300422,558,"Gastroenterology,Oncology",34 Bhubaneswar Medical Road,10.023388,78.3405,no,2025-09-30
H200423,Madurai Health Institute 467,Tamil Nadu,Madurai,300423,512,"Nephrology,ENT,Orthopedics",15 Madurai Medical Road,25.014311,75.681553,no,2025-09-30
H200424,Ahmedabad Health Institute 3174,Gujarat,Ahmedabad,300424,593,"Pediatrics,Neurology,Oncology,Orthopedics",125 Ahmedabad Medical Road,27.973775,79.231327,no,2025-09-30
H200425,Nagpur Health Institute 668,Maharashtra,Nagpur,300425,1120,"Cardiology,Pediatrics,Nephrology,Orthopedics",215 Nagpur Medical Road,18.362388,84.655889,no,2025-09-30
H200426,Lucknow Health Institute 3394,Uttar Pradesh,Lucknow,300426,857,"Neurology,General Medicine,Orthopedics,Pediatrics",186 Lucknow Medical Road,27.980183,68.007059,no,2025-09-30
H200427,Hyderabad Health Institute 2003,Telangana,Hyderabad,300427,174,"ENT,Pediatrics",143 Hyderabad Medical Road,29.4916,72.015537,no,2025-09-30
H200428,Pune Health Institute 4749,Maharashtra,Pune,300428,1183,"Cardiology,Neurology",165 Pune Medical Road,20.492744,74.085056,no,2025-09-30
H200429,Agra Health Institute 3024,Uttar Pradesh,Agra,300429,628,"Orthopedics,Pediatrics",222 Agra Medical Road,27.654475,73.974381,yes,2025-09-30
H200430,Aurangabad Health Institute 3042,Maharashtra,Aurangabad,300430,421,"Oncology,Neurology",50 Aurangabad Medical Road,14.650228,83.693885,no,2025-09-30
H200431,Noida Health Institute 4752,Uttar Pradesh,Noida,300431,784,"Gastroenterology,Cardiology",148 Noida Medical Road,21.802004,71.312197,no,2025-09-30
H200432,Udaipur Health Institute 8736,Rajasthan,Udaipur,300432,384,"Pediatrics,Oncology,Orthopedics,Cardiology",66 Udaipur Medical Road,20.147502,85.22073,no,2025-09-30
H200433,Kanpur Health Institute 5941,Uttar Pradesh,Kanpur,300433,293,"Nephrology,ENT,General Medicine",193 Kanpur Medical Road,14.246434,80.884361,no,2025-09-30
H200434,Bengaluru Health Institute 124,Karnataka,Bengaluru,300434,124,"Nephrology,Pediatrics,Orthopedics,Gastroenterology",12 Bengaluru Medical Road,23.142285,85.152654,no,2025-09-30
H200435,Mumbai Health Institute 4856,Maharashtra,Mumbai,300435,532,"Neurology,Orthopedics,Cardiology",157 Mumbai Medical Road,12.195651,69.501555,yes,2025-09-30
H200436,Guwahati Health Institute 6242,Assam,Guwahati,300436,45,"ENT,Nephrology,General Medicine,Orthopedics,Pediatrics",189 Guwahati Medical Road,22.230241,73.001434,no,2025-09-30
H200437,Ranchi Health Institute 847,Jharkhand,Ranchi,300437,63,"Oncology,General Medicine",157 Ranchi Medical Road,17.093247,79.825973,no,2025-09-30
H200438,Pune Health Institute 8769,Maharashtra,Pune,300438,797,"Neurology,Nephrology,Gastroenterology,ENT",212 Pune Medical Road,20.789678,74.528324,no,2025-09-30
H200439,Jaipur Health Institute 4849,Rajasthan,Jaipur,300439,1029,"General Medicine,Pediatrics,Nephrology,Cardiology,ENT",227 Jaipur Medical Road,14.697346,84.601572,no,2025-09-30
H200440,Thiruvananthapuram Health Institute 7046,Kerala,Thiruvananthapuram,300440,929,"Orthopedics,Pediatrics",36 Thiruvananthapuram Medical Road,14.495431,82.88214,no,2025-09-30
H200441,Chandigarh Health Institute 4870,Punjab,Chandigarh,300441,127,"ENT,Oncology",120 Chandigarh Medical Road,15.85699,74.883098,yes,2025-09-30
H200442,Gurgaon Health Institute 2027,Haryana,Gurgaon,300442,34,"Nephrology,ENT,Cardiology,Orthopedics,Gastroenterology",137 Gurgaon Medical Road,24.814658,86.525271,no,2025-09-30
H200443,Gurgaon Health Institute 1223,Haryana,Gurgaon,300443,340,"Neurology,Gastroenterology",137 Gurgaon Medical Road,23.565217,71.10751,no,2025-09-30
H200444,Ludhiana Health Institute 6323,Punjab,Ludhiana,300444,98,"Neurology,Oncology,Cardiology,Pediatrics,Gastroenterology",298 Ludhiana Medical Road,13.563012,86.433651,no,2025-09-30
H200445,Patna Health Institute 2795,Bihar,Patna,300445,891,"Oncology,Cardiology,ENT,Orthopedics",113 Patna Medical Road,12.60667,82.844355,no,2025-09-30
H200446,Kolkata Health Institute 3019,West Bengal,Kolkata,300446,380,"Oncology,Cardiology,General Medicine,Pediatrics,Orthopedics",8 Kolkata Medical Road,8.811886,75.149419,no,2025-09-30
H200447,Faridabad Health Institute 4794,Haryana,Faridabad,300447,135,"Nephrology,Orthopedics",238 Faridabad Medical Road,24.393006,83.727677,no,2025-09-30
H200448,Vadodara Health Institute 8801,Gujarat,Vadodara,300448,564,"Pediatrics,Nephrology,Oncology",151 Vadodara Medical Road,12.020242,70.56976,yes,2025-09-30
H200449,Kolkata Health Institute 6953,West Bengal,Kolkata,300449,925,"Nephrology,ENT,Oncology,General Medicine,Cardiology",140 Kolkata Medical Road,8.272233,82.223835,no,2025-09-30
H200450,Kochi Health Institute 5258,Kerala,Kochi,300450,122,"Gastroenterology,Neurology,ENT,Pediatrics",285 Kochi Medical Road,14.456621,79.052501,no,2025-09-30
H200451,Tiruchirappalli Health Institute 1859,Tamil Nadu,Tiruchirappalli,300451,1119,"Gastroenterology,Oncology,General Medicine,ENT",51 Tiruchirappalli Medical Road,18.630041,73.295299,no,2025-09-30
H200452,Hyderabad Health Institute 541,Telangana,Hyderabad,300452,724,"Cardiology,Oncology,General Medicine,Pediatrics",87 Hyderabad Medical Road,24.856175,70.640188,yes,2025-09-30
H200453,South Delhi Health Institute 183,Delhi,South Delhi,300453,891,"Oncology,Neurology,ENT,Gastroenterology,Cardiology",2 South Delhi Medical Road,18.930733,82.582742,no,2025-09-30
H200454,Lucknow Health Institute 7831,Uttar Pradesh,Lucknow,300454,907,"Oncology,Gastroenterology,General Medicine",243 Lucknow Medical Road,17.961947,73.546734,no,2025-09-30
H200455,Faridabad Health Institute 2607,Haryana,Faridabad,300455,588,"General Medicine,ENT,Gastroenterology",106 Faridabad Medical Road,21.160746,81.762661,no,2025-09-30
H200456,Kolkata Health Institute 9186,West Bengal,Kolkata,300456,723,"Oncology,ENT",80 Kolkata Medical Road,19.774479,69.158915,no,2025-09-30
H200457,Faridabad Health Institute 4696,Haryana,Faridabad,300457,755,"General Medicine,Nephrology,Oncology,Cardiology",258 Faridabad Medical Road,17.170828,73.27109,no,2025-09-30
H200458,Kanpur Health Institute 6059,Uttar Pradesh,Kanpur,300458,239,"Gastroenterology,Cardiology,General Medicine,Neurology",156 Kanpur Medical Road,25.354955,78.035554,no,2025-09-30
H200459,Cuttack Health Institute 2381,Odisha,Cuttack,300459,265,"Nephrology,Neurology,Gastroenterology,Oncology,Pediatrics",79 Cuttack Medical Road,24.078067,68.210526,no,2025-09-30
H200460,Aurangabad Health Institute 9604,Maharashtra,Aurangabad,300460,979,"Gastroenterology,Nephrology,Neurology",159 Aurangabad Medical Road,8.329253,76.574049,no,2025-09-30
H200461,Amritsar Health Institute 1367,Punjab,Amritsar,300461,1164,"Neurology,General Medicine,Cardiology,Nephrology",103 Amritsar Medical Road,12.005544,74.248796,no,2025-09-30
